event_id,event,date,location,age_group,is_olympics,is_university
359,1st INTERNATIONAL FAJR CUP,2016-05-30,"Tehran, IRI",senior,0,0
360,2016 PAN-AMERICAN CHAMPIONSHIPS,2016-06-06,"Cartagena, COL",senior,0,0
361,2016 IWF JUNIOR WORLD CHAMPIONSHIPS,2016-06-23,"Tbilisi, GEO",junior,0,0
362,XXXI OLYMPIC GAMES,2016-08-05,"Rio De Janeiro, BRA",senior,1,0
363,EUROPEAN YOUTH CHAMPIONSHIPS,2016-09-10,"Nowy Tomysl, POL",youth,0,0
364,2016 IWF YOUTH WORLD CHAMPIONSHIPS,2016-10-19,"Penang, MAS",youth,0,0
365,2016 SENIOR COMMONWEALTH CHAMPIONSHIPS,2016-10-25,"Penang, MAS",senior,0,0
366,2016 JUNIOR COMMONWEALTH CHAMPIONSHIPS,2016-10-25,"Penang, MAS",junior,0,0
367,2016 FISU WORLD UNIVERSITY CHAMPIONSHIPS,2016-11-13,"Merida, MEX",junior,0,1
368,2016 ASIAN JUNIOR CHAMPIONSHIPS,2016-11-08,"Tokyo, JPN",junior,0,0
369,2016 ASIAN YOUTH CHAMPIONSHIPS,2016-11-08,"Tokyo, JPN",youth,0,0
370,2016 EUROPEAN JUNIOR CHAMPIONSHIPS,2016-12-02,"Eilat, ISR",junior,0,0
371,2016 PAN-AMERICAN YOUTH CHAMPIONSHIPS,2016-09-20,"Guatemala, GUA",youth,0,0
372,2016 AFRICAN JUNIOR CHAMPIONSHIPS,2016-12-08,"Cairo, EGY",junior,0,0
373,2016 AFRICAN YOUTH CHAMPIONSHIPS,2016-12-08,"Cairo, EGY",youth,0,0
374,35th EUROPEAN SMALL NATIONS TOURNAMENT,2013-04-26,"Malta, MLT",senior,0,0
375,2nd INTERNATIONAL FAJR CUP,2017-03-09,"Ahvaz, IRI",senior,0,0
376,4th INTERNATIONAL QATAR CUP,2016-12-14,"Doha, QAT",senior,0,0
378,2017 IWF YOUTH WORLD CHAMPIONSHIPS,2017-04-03,"Bangkok, THA",youth,0,0
379,AUSTRALIAN INTERNATIONAL,2017-03-17,"Melbourne, AUS",senior,0,0
380,EUROPEAN CHAMPIONSHIPS,2017-04-01,"Split, CRO",senior,0,0
381,ASIAN CHAMPIONSHIPS,2017-04-21,"Ashgabat, TKM",senior,0,0
382,PAN-AMERICAN JUNIOR CHAMPIONSHIPS,2017-05-01,"Guayaquil, ECU",junior,0,0
383,4th ISLAMIC SOLIDARITY GAMES,2017-05-12,"Baku, AZE",senior,0,0
385,2017 IWF JUNIOR WORLD CHAMPIONSHIPS,2017-06-15,"Tokyo, JPN",junior,0,0
386,AFRICAN CHAMPIONSHIPS,2017-07-10,"Vacoas, MRI",senior,0,0
387,PAN-AMERICAN CHAMPIONSHIPS,2017-07-20,"Miami, USA",senior,0,0
388,ASIAN JUNIOR CHAMPIONSHIPS,2017-07-21,"Kathmandu, NEP",junior,0,0
389,ASIAN YOUTH CHAMPIONSHIPS,2017-07-21,"Kathmandu, NEP",youth,0,0
390,PACIFIC CUP INTERNATIONAL,2017-08-05,"Noumea, NCL",senior,0,0
391,29th SUMMER UNIVERSIADE,2017-08-19,"Taipei, TPE",senior,0,0
392,29th SEA GAMES,2017-08-28,"Kuala Lumpur, MAS",senior,0,0
393,COMMONWEALTH YOUTH CHAMPIONSHIPS,2017-09-03,"Gold Coast, AUS",youth,0,0
394,COMMONWEALTH JUNIOR CHAMPIONSHIPS,2017-09-03,"Gold Coast, AUS",junior,0,0
395,COMMONWEALTH CHAMPIONSHIPS,2017-09-03,"Gold Coast, AUS",senior,0,0
396,OCEANIA CHAMPIONSHIPS,2017-09-03,"Gold Coast, AUS",senior,0,0
397,OCEANIA JUNIOR CHAMPIONSHIPS,2017-09-03,"Gold Coast, AUS",junior,0,0
398,OCEANIA YOUTH CHAMPIONSHIPS,2017-09-03,"Gold Coast, AUS",youth,0,0
399,5th ASIAN INDOOR & MARTIAL ARTS GAMES,2017-09-17,"Ashgabat, TKM",senior,0,0
400,CENTRAL AMERICAN AND CARIBBEAN CHAMPIONSHIPS,2017-09-17,"Guatemala City, GUA",senior,0,0
401,EUROPEAN JUNIOR CHAMPIONSHIPS,2017-10-15,"Durres, ALB",junior,0,0
402,AFRICAN JUNIOR CHAMPIONSHIPS,2017-10-07,"Entebbe, UGA",junior,0,0
403,AFRICAN YOUTH CHAMPIONSHIPS,2017-10-07,"Entebbe, UGA",youth,0,0
404,PAN-AMERICAN YOUTH CHAMPIONSHIPS,2017-10-28,"Palmira, COL",youth,0,0
405,2017 IWF WORLD CHAMPIONSHIPS,2017-11-27,"Anaheim, USA",senior,0,0
406,I COPA INTERNACIONAL CSLP (Youth),2017-12-12,"Lima, PER",youth,0,0
407,EUROPEAN YOUTH CHAMPIONSHIPS,2017-09-23,"Pristina, KOS",youth,0,0
408,I COPA INTERNACIONAL CSLP (Junior),2017-12-12,"Lima, PER",junior,0,0
409,2017 SOUTH AMERICAN YOUTH CHAMPIONSHIPS,2017-12-12,"Lima, PER",youth,0,0
410,2017 SOUTH AMERICAN JUNIOR CHAMPIONSHIPS,2017-12-12,"Lima, PER",junior,0,0
411,18th BOLIVARIAN GAMES,2017-11-17,"Santa Marta, COL",senior,0,0
412,2nd SOUTH AMERICAN YOUTH GAMES,2017-10-04,"Santiago, CHI",youth,0,0
413,SOUTH AMERICAN CHAMPIONSHIPS,2017-11-17,"Santa Marta, COL",senior,0,0
415,3rd INTERNATIONAL FAJR CUP,2018-03-06,"Ahvaz, IRI",senior,0,0
416,2018 AFRICAN YOUTH CHAMPIONSHIPS,2018-03-23,"Cairo, EGY",youth,0,0
417,2018 AFRICAN JUNIOR CHAMPIONSHIPS,2018-03-23,"Cairo, EGY",junior,0,0
418,EUROPEAN CHAMPIONSHIPS,2018-03-26,"Bucharest, ROU",senior,0,0
419,XXI COMMONWEALTH GAMES,2018-04-04,"Gold Coast, AUS",senior,0,0
420,2018 ASIAN YOUTH CHAMPIONSHIPS,2018-04-20,"Urgench, UZB",youth,0,0
421,2018 ASIAN JUNIOR CHAMPIONSHIPS,2018-04-20,"Urgench, UZB",junior,0,0
423,2018 PAN-AMERICAN YOUTH CHAMPIONSHIPS,2018-06-03,"Palmira, COL",youth,0,0
424,"XI INTERNATIONAL TOURNAMENT ""VLADAN MIHAJLOVIC""",2018-05-19,"Indjija, SRB",senior,0,0
425,PAN-AMERICAN CHAMPIONSHIPS,2018-05-12,"Santo Domingo, DOM",senior,0,0
426,SOUTH AMERICAN CHAMPIONSHIPS,2018-05-28,"Cochabamba, BOL",senior,0,0
427,2018 OCEANIAN YOUTH CHAMPIONSHIPS,2018-06-26,"Mont-Dore, NCL",youth,0,0
428,2018 OCEANIAN JUNIOR CHAMPIONSHIPS,2018-06-26,"Mont-Dore, NCL",junior,0,0
429,2018 OCEANIAN SENIOR CHAMPIONSHIPS,2018-06-26,"Mont-Dore, NCL",senior,0,0
430,XI SOUTH AMERICAN GAMES,2018-05-28,"Cochabamba, BOL",senior,0,0
431,XVIII MEDITERRANEAN GAMES,2018-06-22,"Tarragona, ESP",senior,0,0
432,2018 IWF JUNIOR WORLD CHAMPIONSHIPS,2018-07-07,"Tashkent, UZB",junior,0,0
433,2018 EUROPEAN YOUTH CHAMPIONSHIPS,2018-07-22,"Milano, ITA",youth,0,0
434,3rd AFRICAN YOUTH GAMES,2018-07-19,"Algiers, ALG",youth,0,0
435,18th ASIAN GAMES,2018-08-20,"Jakarta, INA",senior,0,0
436,2018 EUROPEAN JUNIOR CHAMPIONSHIPS,2018-10-20,"Zamosc, POL",junior,0,0
437,PAN-AMERICAN JUNIOR CHAMPIONSHIPS,2018-09-05,"Manizales, COL",junior,0,0
438,2018 FISU WORLD UNIVERSITY CHAMPIONSHIPS,2018-09-20,"Biala_Podlaska, POL",junior,0,1
439,AFRICAN CHAMPIONSHIPS,2018-08-10,"Mahébourg, MRI",senior,0,0
440,YOUTH OLYMPIC GAMES,2018-10-06,"Buenos Aires, ARG",youth,1,0
441,2018 IWF World Championships,2018-11-01,"Ashgabat, TKM",senior,0,0
442,II International Senior CSLP Cup,2018-12-07,"Guayaquil, ECU",senior,0,0
443,II International Junior CSLP Cup,2018-12-07,"Guayaquil, ECU",junior,0,0
444,5th International Qatar Cup,2018-12-19,"DOHA, QAT",senior,0,0
445,5th International Solidarity Championships,2018-12-08,"CAIRO, EGY",senior,0,0
446,EGAT's Cup International Weightlifting Championships,2019-01-07,"Chiang Mai, THA",senior,0,0
447,IWF World Cup,2019-02-22,"Fuzhou, CHN",senior,0,0
448,2019 IWF Youth World Championships,2019-03-08,"Las Vegas, USA",youth,0,0
449,Las Vegas International Open,2019-03-07,"Las Vegas, USA",senior,0,0
450,Zone 1 African Senior Championships,2019-03-20,"Tripoli, LBA",senior,0,0
451,4th International Fajr Cup,2019-03-01,"Teheran, IRI",senior,0,0
452,European Championships,2019-04-06,"Batumi, GEO",senior,0,0
453,Asian Championships,2019-04-18,"Ningbo, CHN",senior,0,0
454,African Championships,2019-04-23,"Cairo, EGY",senior,0,0
455,Pan-American Championships,2019-04-21,"Guatemala City, GUA",senior,0,0
456,Arafura Games,2019-04-27,"Darwin, AUS",senior,0,0
457,2019 IWF Junior World Championships,2019-06-01,"SUVA, FIJ",junior,0,0
458,South American Championships,2019-05-08,"PALMIRA, COL",senior,0,0
459,Ibero-American Championships,2019-05-08,"PALMIRA, COL",senior,0,0
460,OPEN Senior Championships,2019-05-08,"PALMIRA, COL",senior,0,0
461,British International Open,2019-06-07,"Coventry, GBR",senior,0,0
462,Ready Steady Tokyo (Tokyo 2020 Test Event),2019-07-06,"TOKYO, JPN",senior,0,0
463,Pan-American Junior Championships,2019-06-23,"La Habana, CUB",junior,0,0
464,2019 Oceania Senior Championships,2019-07-09,"APIA, SAM",senior,0,0
465,2019 Oceania Junior Championships,2019-07-09,"APIA, SAM",junior,0,0
466,2019 Pacific Games,2019-07-09,"APIA, SAM",senior,0,0
467,2019 Commonwealth Senior Championships,2019-07-09,"APIA, SAM",senior,0,0
468,2019 Commonwealth Junior Championships,2019-07-09,"APIA, SAM",junior,0,0
469,2019 Commonwealth Youth Championships,2019-07-09,"APIA, SAM",youth,0,0
470,2019 Oceania Youth Championships,2019-07-09,"APIA, SAM",youth,0,0
471,Zone 2 African Championship,2019-07-07,"NAIROBI, KEN",senior,0,0
472,2019 IWF World Championships,2019-09-18,"PATTAYA, THA",senior,0,0
473,Cup of the Blue Swords,2019-08-28,"Meissen, GER",senior,0,0
474,2019 African Junior Championships,2019-09-06,"Kampala, UGA",junior,0,0
475,2019 African Youth Championships,2019-09-06,"Kampala, UGA",youth,0,0
476,Pan American Games,2019-07-26,"Lima, PER",senior,0,0
477,12th All African Games,2019-08-24,"Rabat, MAR",senior,0,0
478,San Diego International Open,2019-10-02,"San Diego, USA",senior,0,0
479,12th Mediterranean Cup,2019-10-04,"Serravalle, SMR",senior,0,0
480,Nordic Senior Championships,2019-10-12,"Vigrestad, NOR",senior,0,0
481,"49th ""Challenge 210""",2019-10-24,"Tramelan, SUI",senior,0,0
482,European Junior Championships,2019-10-17,"Bucharest, ROU",junior,0,0
483,European U23 Championships,2019-10-17,"Bucharest, ROU",senior,0,0
484,Asian Junior Championships,2019-10-19,"Pyongyang, PRK",junior,0,0
485,2019 IWF Grand Prix ODESUR CSLP,2019-11-08,"Lima, PER",senior,0,0
486,Asian Youth Championships,2019-10-19,"Pyongyang, PRK",youth,0,0
487,Alexander Cup,2019-11-01,"Grodno, BLR",senior,0,0
488,Zone 3 African Senior Championships,2019-11-06,"Antananarivo, MAD",senior,0,0
489,International Naim Suleymanoglu Tournament,2019-11-11,"Gaziantep, TUR",senior,0,0
490,SEA Games,2019-11-30,"Manila, PHI",senior,0,0
491,IWF World Cup,2019-12-10,"Tianjin, CHN",senior,0,0
492,17th International Tournament of France Denis Randon,2019-11-15,"Clermont l Hérault, FRA",senior,0,0
493,International BA Open,2019-12-01,"Buenos Aires, ARG",senior,0,0
494,South American Junior Championships,2019-12-01,"Buenos Aires, ARG",junior,0,0
495,6th Qatar International Cup,2019-12-19,"Doha, QAT",senior,0,0
496,Roma 2020 World Cup,2020-01-27,"Roma, ITA",senior,0,0
497,6th International Solidarity Championships,2020-02-08,"Tashkent, UZB",senior,0,0
498,European Youth Championships,2019-12-07,"Eilat, ISR",youth,0,0
499,5th International Fajr Cup,2020-02-01,"Rasht, IRI",senior,0,0
500,Malta International Open,2020-02-23,"Cospicua, MLT",senior,0,0
501,West Asian Championships,2020-02-25,"Dubai, UAE",senior,0,0
502,Australian Open,2020-02-28,"Canberra, AUS",senior,0,0
503,"39th Torneo Int. Manuel Suarez"" In Memoriam",2020-03-03,"Havana, CUB",senior,0,0
504,Pan-American Youth Championships,2019-08-24,"Guayaquil, GUA",youth,0,0
506,Asian Junior Championships,2020-02-13,"Tashkent, UZB",junior,0,0
507,2020 ROGUE Weightlifting Challenge At the Arnold Sports Festival,2020-03-05,"Columbus, USA",senior,0,0
508,European Championships,2021-04-03,"Moscow, RUS",senior,0,0
509,2020 Asian Championships,2021-04-17,"Tashkent, UZB",senior,0,0
510,2020 Pan-American Championships,2021-04-18,"Santo Domingo, DOM",senior,0,0
512,2021 IWF Junior World Championships,2021-05-23,"Tashkent, UZB",junior,0,0
513,2021 South-American Championships,2021-05-10,"Cali, COL",senior,0,0
514,2021 Ibero-American Championships,2021-05-10,"Cali, COL",senior,0,0
515,2021 Open Championships,2021-05-10,"Cali, COL",senior,0,0
516,2021 African Championships,2021-05-24,"Nairobi, KEN",senior,0,0
517,2020 Junior EXTRA,2021-10-05,"Tashkent, UZB",junior,0,0
518,XXXII OLYMPIC GAMES,2021-07-23,"Tokyo, JPN",senior,1,0
519,2021 IWF Youth World Championships,2021-10-05,"Jeddah, KSA",youth,0,0
520,2020 PAN-AMERICAN JUNIOR CHAMPIONSHIPS,2021-07-09,"Manizales, COL",junior,0,0
521,Oceania Senior Championships,2021-09-23,"Online, OWF",senior,0,0
522,2021 IWF World Championships,2021-12-07,"Tashkent, UZB",senior,0,0
523,PAN-AMERICAN YOUTH CHAMPIONSHIPS,2021-08-16,"MONTERREY, MEX",youth,0,0
524,European Junior Championships,2021-09-24,"Rovaniemi, FIN",junior,0,0
525,European Youth Championships,2021-08-20,"Ciechanow, POL",youth,0,0
526,2021 Pan-American Championships,2021-11-01,"Guayaquil, ECU",senior,0,0
527,2021 Commonwealth Senior Championships,2021-12-07,"Tashkent, UZB",senior,0,0
